"Partner","Product","Year","PartnerISO","MonthName","ExportValue","Month"
"Canada","Soybeans","2001","CAN","April",6261,4
"Canada","Soybeans","2002","CAN","April",19195,4
"Canada","Soybeans","2003","CAN","April",18538,4
"Canada","Soybeans","2004","CAN","April",20226,4
"Canada","Soybeans","2005","CAN","April",8700,4
"Canada","Soybeans","2006","CAN","April",7289,4
"Canada","Soybeans","2007","CAN","April",4717,4
"Canada","Soybeans","2008","CAN","April",18704,4
"Canada","Soybeans","2009","CAN","April",11636,4
"Canada","Soybeans","2010","CAN","April",14962,4
"Canada","Soybeans","2011","CAN","April",13814,4
"Canada","Soybeans","2012","CAN","April",4620,4
"Canada","Soybeans","2013","CAN","April",6551,4
"Canada","Soybeans","2014","CAN","April",16493,4
"Canada","Soybeans","2015","CAN","April",9037,4
"Canada","Soybeans","2016","CAN","April",12500,4
"Canada","Soybeans","2017","CAN","April",12235,4
"Canada","Soybeans","2018","CAN","April",11061,4
"Portugal","Soybeans","2001","PRT","April",982,4
"Portugal","Soybeans","2002","PRT","April",0,4
"Portugal","Soybeans","2003","PRT","April",17589,4
"Portugal","Soybeans","2004","PRT","April",0,4
"Portugal","Soybeans","2005","PRT","April",0,4
"Portugal","Soybeans","2006","PRT","April",0,4
"Portugal","Soybeans","2007","PRT","April",0,4
"Portugal","Soybeans","2008","PRT","April",41,4
"Portugal","Soybeans","2009","PRT","April",0,4
"Portugal","Soybeans","2010","PRT","April",0,4
"Portugal","Soybeans","2011","PRT","April",0,4
"Portugal","Soybeans","2012","PRT","April",8688,4
"Portugal","Soybeans","2013","PRT","April",0,4
"Portugal","Soybeans","2014","PRT","April",0,4
"Portugal","Soybeans","2015","PRT","April",0,4
"Portugal","Soybeans","2016","PRT","April",0,4
"Portugal","Soybeans","2017","PRT","April",0,4
"Portugal","Soybeans","2018","PRT","April",0,4
"Korea, South","Soybeans","2001","KOR","April",25205,4
"Korea, South","Soybeans","2002","KOR","April",12917,4
"Korea, South","Soybeans","2003","KOR","April",20256,4
"Korea, South","Soybeans","2004","KOR","April",135,4
"Korea, South","Soybeans","2005","KOR","April",12556,4
"Korea, South","Soybeans","2006","KOR","April",7347,4
"Korea, South","Soybeans","2007","KOR","April",8988,4
"Korea, South","Soybeans","2008","KOR","April",949,4
"Korea, South","Soybeans","2009","KOR","April",9669,4
"Korea, South","Soybeans","2010","KOR","April",12772,4
"Korea, South","Soybeans","2011","KOR","April",5665,4
"Korea, South","Soybeans","2012","KOR","April",72490,4
"Korea, South","Soybeans","2013","KOR","April",20957,4
"Korea, South","Soybeans","2014","KOR","April",22870,4
"Korea, South","Soybeans","2015","KOR","April",18097,4
"Korea, South","Soybeans","2016","KOR","April",14175,4
"Korea, South","Soybeans","2017","KOR","April",3448,4
"Korea, South","Soybeans","2018","KOR","April",5968,4
"Bangladesh","Soybeans","2005","BGD","April",0,4
"Bangladesh","Soybeans","2009","BGD","April",0,4
"Bangladesh","Soybeans","2010","BGD","April",0,4
"Bangladesh","Soybeans","2012","BGD","April",0,4
"Bangladesh","Soybeans","2013","BGD","April",0,4
"Bangladesh","Soybeans","2014","BGD","April",0,4
"Bangladesh","Soybeans","2015","BGD","April",0,4
"Bangladesh","Soybeans","2016","BGD","April",39924,4
"Bangladesh","Soybeans","2017","BGD","April",22497,4
"Bangladesh","Soybeans","2018","BGD","April",20085,4
"Germany(*)","Soybeans","2001","DEU","April",1942,4
"Germany(*)","Soybeans","2002","DEU","April",0,4
"Germany(*)","Soybeans","2003","DEU","April",0,4
"Germany(*)","Soybeans","2004","DEU","April",0,4
"Germany(*)","Soybeans","2005","DEU","April",35,4
"Germany(*)","Soybeans","2006","DEU","April",0,4
"Germany(*)","Soybeans","2007","DEU","April",0,4
"Germany(*)","Soybeans","2008","DEU","April",127717,4
"Germany(*)","Soybeans","2009","DEU","April",0,4
"Germany(*)","Soybeans","2010","DEU","April",11598,4
"Germany(*)","Soybeans","2011","DEU","April",0,4
"Germany(*)","Soybeans","2012","DEU","April",104222,4
"Germany(*)","Soybeans","2013","DEU","April",28,4
"Germany(*)","Soybeans","2014","DEU","April",0,4
"Germany(*)","Soybeans","2015","DEU","April",34257,4
"Germany(*)","Soybeans","2016","DEU","April",26125,4
"Germany(*)","Soybeans","2017","DEU","April",71127,4
"Germany(*)","Soybeans","2018","DEU","April",0,4
"Tunisia","Soybeans","2006","TUN","April",0,4
"Tunisia","Soybeans","2009","TUN","April",7643,4
"Tunisia","Soybeans","2010","TUN","April",10516,4
"Tunisia","Soybeans","2011","TUN","April",0,4
"Tunisia","Soybeans","2012","TUN","April",14403,4
"Tunisia","Soybeans","2013","TUN","April",0,4
"Tunisia","Soybeans","2014","TUN","April",0,4
"Tunisia","Soybeans","2015","TUN","April",0,4
"Tunisia","Soybeans","2016","TUN","April",0,4
"Tunisia","Soybeans","2017","TUN","April",0,4
"Tunisia","Soybeans","2018","TUN","April",15252,4
"China","Soybeans","2001","CHN","April",40818,4
"China","Soybeans","2002","CHN","April",0,4
"China","Soybeans","2003","CHN","April",100262,4
"China","Soybeans","2004","CHN","April",0,4
"China","Soybeans","2005","CHN","April",112818,4
"China","Soybeans","2006","CHN","April",57507,4
"China","Soybeans","2007","CHN","April",168616,4
"China","Soybeans","2008","CHN","April",330414,4
"China","Soybeans","2009","CHN","April",390288,4
"China","Soybeans","2010","CHN","April",208670,4
"China","Soybeans","2011","CHN","April",355285,4
"China","Soybeans","2012","CHN","April",373781,4
"China","Soybeans","2013","CHN","April",75989,4
"China","Soybeans","2014","CHN","April",72281,4
"China","Soybeans","2015","CHN","April",98953,4
"China","Soybeans","2016","CHN","April",21724,4
"China","Soybeans","2017","CHN","April",264371,4
"China","Soybeans","2018","CHN","April",152876,4
"Iran","Soybeans","2003","IRN","April",0,4
"Iran","Soybeans","2005","IRN","April",0,4
"Iran","Soybeans","2009","IRN","April",23225,4
"Iran","Soybeans","2010","IRN","April",0,4
"Iran","Soybeans","2013","IRN","April",0,4
"Iran","Soybeans","2015","IRN","April",0,4
"Iran","Soybeans","2016","IRN","April",0,4
"Iran","Soybeans","2017","IRN","April",0,4
"Iran","Soybeans","2018","IRN","April",0,4
"France(*)","Soybeans","2001","FRA","April",4,4
"France(*)","Soybeans","2002","FRA","April",0,4
"France(*)","Soybeans","2003","FRA","April",0,4
"France(*)","Soybeans","2004","FRA","April",0,4
"France(*)","Soybeans","2005","FRA","April",0,4
"France(*)","Soybeans","2006","FRA","April",0,4
"France(*)","Soybeans","2007","FRA","April",0,4
"France(*)","Soybeans","2008","FRA","April",0,4
"France(*)","Soybeans","2009","FRA","April",0,4
"France(*)","Soybeans","2010","FRA","April",0,4
"France(*)","Soybeans","2011","FRA","April",0,4
"France(*)","Soybeans","2012","FRA","April",0,4
"France(*)","Soybeans","2013","FRA","April",0,4
"France(*)","Soybeans","2014","FRA","April",0,4
"France(*)","Soybeans","2015","FRA","April",0,4
"France(*)","Soybeans","2016","FRA","April",0,4
"France(*)","Soybeans","2017","FRA","April",0,4
"France(*)","Soybeans","2018","FRA","April",0,4
"Colombia","Soybeans","2001","COL","April",5471,4
"Colombia","Soybeans","2002","COL","April",1385,4
"Colombia","Soybeans","2003","COL","April",0,4
"Colombia","Soybeans","2004","COL","April",5010,4
"Colombia","Soybeans","2005","COL","April",1287,4
"Colombia","Soybeans","2006","COL","April",1038,4
"Colombia","Soybeans","2007","COL","April",5495,4
"Colombia","Soybeans","2008","COL","April",8652,4
"Colombia","Soybeans","2009","COL","April",7522,4
"Colombia","Soybeans","2010","COL","April",8881,4
"Colombia","Soybeans","2011","COL","April",0,4
"Colombia","Soybeans","2012","COL","April",0,4
"Colombia","Soybeans","2013","COL","April",0,4
"Colombia","Soybeans","2014","COL","April",24771,4
"Colombia","Soybeans","2015","COL","April",7318,4
"Colombia","Soybeans","2016","COL","April",15307,4
"Colombia","Soybeans","2017","COL","April",17725,4
"Colombia","Soybeans","2018","COL","April",33942,4
"Malaysia","Soybeans","2001","MYS","April",3617,4
"Malaysia","Soybeans","2002","MYS","April",3577,4
"Malaysia","Soybeans","2003","MYS","April",19,4
"Malaysia","Soybeans","2004","MYS","April",0,4
"Malaysia","Soybeans","2005","MYS","April",195,4
"Malaysia","Soybeans","2006","MYS","April",53,4
"Malaysia","Soybeans","2007","MYS","April",703,4
"Malaysia","Soybeans","2008","MYS","April",12409,4
"Malaysia","Soybeans","2009","MYS","April",17319,4
"Malaysia","Soybeans","2010","MYS","April",5747,4
"Malaysia","Soybeans","2011","MYS","April",8716,4
"Malaysia","Soybeans","2012","MYS","April",25602,4
"Malaysia","Soybeans","2013","MYS","April",16881,4
"Malaysia","Soybeans","2014","MYS","April",3363,4
"Malaysia","Soybeans","2015","MYS","April",1324,4
"Malaysia","Soybeans","2016","MYS","April",1878,4
"Malaysia","Soybeans","2017","MYS","April",28128,4
"Malaysia","Soybeans","2018","MYS","April",9991,4
"Romania","Soybeans","2001","ROU","April",0,4
"Romania","Soybeans","2002","ROU","April",0,4
"Romania","Soybeans","2003","ROU","April",0,4
"Romania","Soybeans","2004","ROU","April",0,4
"Romania","Soybeans","2005","ROU","April",43,4
"Romania","Soybeans","2006","ROU","April",0,4
"Romania","Soybeans","2007","ROU","April",0,4
"Romania","Soybeans","2008","ROU","April",0,4
"Romania","Soybeans","2009","ROU","April",187,4
"Romania","Soybeans","2010","ROU","April",0,4
"Romania","Soybeans","2011","ROU","April",0,4
"Romania","Soybeans","2012","ROU","April",0,4
"Romania","Soybeans","2015","ROU","April",0,4
"Romania","Soybeans","2018","ROU","April",0,4
"Israel(*)","Soybeans","2001","ISR","April",14797,4
"Israel(*)","Soybeans","2002","ISR","April",5859,4
"Israel(*)","Soybeans","2003","ISR","April",2003,4
"Israel(*)","Soybeans","2004","ISR","April",0,4
"Israel(*)","Soybeans","2005","ISR","April",2114,4
"Israel(*)","Soybeans","2006","ISR","April",1705,4
"Israel(*)","Soybeans","2007","ISR","April",5331,4
"Israel(*)","Soybeans","2008","ISR","April",4329,4
"Israel(*)","Soybeans","2009","ISR","April",8062,4
"Israel(*)","Soybeans","2010","ISR","April",0,4
"Israel(*)","Soybeans","2011","ISR","April",8472,4
"Israel(*)","Soybeans","2012","ISR","April",0,4
"Israel(*)","Soybeans","2013","ISR","April",0,4
"Israel(*)","Soybeans","2014","ISR","April",0,4
"Israel(*)","Soybeans","2015","ISR","April",14,4
"Israel(*)","Soybeans","2016","ISR","April",0,4
"Israel(*)","Soybeans","2017","ISR","April",0,4
"Israel(*)","Soybeans","2018","ISR","April",0,4
"Vietnam","Soybeans","2001","VNM","April",115,4
"Vietnam","Soybeans","2004","VNM","April",10,4
"Vietnam","Soybeans","2005","VNM","April",0,4
"Vietnam","Soybeans","2006","VNM","April",33,4
"Vietnam","Soybeans","2007","VNM","April",610,4
"Vietnam","Soybeans","2008","VNM","April",6113,4
"Vietnam","Soybeans","2009","VNM","April",9205,4
"Vietnam","Soybeans","2010","VNM","April",5794,4
"Vietnam","Soybeans","2011","VNM","April",11094,4
"Vietnam","Soybeans","2012","VNM","April",7318,4
"Vietnam","Soybeans","2013","VNM","April",19653,4
"Vietnam","Soybeans","2014","VNM","April",13576,4
"Vietnam","Soybeans","2015","VNM","April",13102,4
"Vietnam","Soybeans","2016","VNM","April",10764,4
"Vietnam","Soybeans","2017","VNM","April",13632,4
"Vietnam","Soybeans","2018","VNM","April",9542,4
"Greece","Soybeans","2001","GRC","April",0,4
"Greece","Soybeans","2002","GRC","April",0,4
"Greece","Soybeans","2003","GRC","April",0,4
"Greece","Soybeans","2004","GRC","April",0,4
"Greece","Soybeans","2005","GRC","April",0,4
"Greece","Soybeans","2006","GRC","April",0,4
"Greece","Soybeans","2007","GRC","April",0,4
"Greece","Soybeans","2008","GRC","April",0,4
"Greece","Soybeans","2009","GRC","April",0,4
"Greece","Soybeans","2010","GRC","April",0,4
"Greece","Soybeans","2011","GRC","April",0,4
"Greece","Soybeans","2014","GRC","April",0,4
"Greece","Soybeans","2016","GRC","April",0,4
"Greece","Soybeans","2017","GRC","April",0,4
"Greece","Soybeans","2018","GRC","April",0,4
"Lebanon","Soybeans","2001","LBN","April",0,4
"Lebanon","Soybeans","2002","LBN","April",0,4
"Lebanon","Soybeans","2003","LBN","April",0,4
"Lebanon","Soybeans","2004","LBN","April",0,4
"Lebanon","Soybeans","2005","LBN","April",5410,4
"Lebanon","Soybeans","2014","LBN","April",21,4
"Lebanon","Soybeans","2015","LBN","April",0,4
"Lebanon","Soybeans","2018","LBN","April",0,4
"Costa Rica","Soybeans","2001","CRI","April",2631,4
"Costa Rica","Soybeans","2002","CRI","April",5156,4
"Costa Rica","Soybeans","2003","CRI","April",3832,4
"Costa Rica","Soybeans","2004","CRI","April",5448,4
"Costa Rica","Soybeans","2005","CRI","April",5617,4
"Costa Rica","Soybeans","2006","CRI","April",5507,4
"Costa Rica","Soybeans","2007","CRI","April",8824,4
"Costa Rica","Soybeans","2008","CRI","April",4397,4
"Costa Rica","Soybeans","2009","CRI","April",7345,4
"Costa Rica","Soybeans","2010","CRI","April",7316,4
"Costa Rica","Soybeans","2011","CRI","April",14149,4
"Costa Rica","Soybeans","2012","CRI","April",18203,4
"Costa Rica","Soybeans","2013","CRI","April",0,4
"Costa Rica","Soybeans","2014","CRI","April",0,4
"Costa Rica","Soybeans","2015","CRI","April",6122,4
"Costa Rica","Soybeans","2016","CRI","April",16606,4
"Costa Rica","Soybeans","2017","CRI","April",9715,4
"Costa Rica","Soybeans","2018","CRI","April",13343,4
"Peru","Soybeans","2006","PER","April",0,4
"Peru","Soybeans","2007","PER","April",0,4
"Peru","Soybeans","2008","PER","April",0,4
"Peru","Soybeans","2009","PER","April",0,4
"Peru","Soybeans","2010","PER","April",0,4
"Peru","Soybeans","2011","PER","April",0,4
"Peru","Soybeans","2012","PER","April",873,4
"Peru","Soybeans","2013","PER","April",0,4
"Peru","Soybeans","2014","PER","April",0,4
"Peru","Soybeans","2015","PER","April",0,4
"Peru","Soybeans","2016","PER","April",0,4
"Peru","Soybeans","2017","PER","April",0,4
"Peru","Soybeans","2018","PER","April",17535,4
"Chile","Soybeans","2005","CHL","April",0,4
"Chile","Soybeans","2006","CHL","April",0,4
"Chile","Soybeans","2007","CHL","April",0,4
"Chile","Soybeans","2008","CHL","April",0,4
"Chile","Soybeans","2009","CHL","April",0,4
"Chile","Soybeans","2010","CHL","April",0,4
"Chile","Soybeans","2011","CHL","April",16,4
"Chile","Soybeans","2013","CHL","April",0,4
"Chile","Soybeans","2015","CHL","April",0,4
"Chile","Soybeans","2016","CHL","April",0,4
"Chile","Soybeans","2017","CHL","April",5,4
"Chile","Soybeans","2018","CHL","April",0,4
"Philippines","Soybeans","2001","PHL","April",3509,4
"Philippines","Soybeans","2002","PHL","April",3315,4
"Philippines","Soybeans","2003","PHL","April",3938,4
"Philippines","Soybeans","2004","PHL","April",2799,4
"Philippines","Soybeans","2005","PHL","April",158,4
"Philippines","Soybeans","2006","PHL","April",2905,4
"Philippines","Soybeans","2007","PHL","April",3129,4
"Philippines","Soybeans","2008","PHL","April",290,4
"Philippines","Soybeans","2009","PHL","April",4588,4
"Philippines","Soybeans","2010","PHL","April",896,4
"Philippines","Soybeans","2011","PHL","April",6135,4
"Philippines","Soybeans","2012","PHL","April",782,4
"Philippines","Soybeans","2013","PHL","April",652,4
"Philippines","Soybeans","2014","PHL","April",995,4
"Philippines","Soybeans","2015","PHL","April",6607,4
"Philippines","Soybeans","2016","PHL","April",5689,4
"Philippines","Soybeans","2017","PHL","April",17756,4
"Philippines","Soybeans","2018","PHL","April",1381,4
"Barbados","Soybeans","2001","BRB","April",413,4
"Barbados","Soybeans","2002","BRB","April",364,4
"Barbados","Soybeans","2003","BRB","April",587,4
"Barbados","Soybeans","2004","BRB","April",0,4
"Barbados","Soybeans","2005","BRB","April",450,4
"Barbados","Soybeans","2006","BRB","April",0,4
"Barbados","Soybeans","2007","BRB","April",670,4
"Barbados","Soybeans","2008","BRB","April",2022,4
"Barbados","Soybeans","2009","BRB","April",0,4
"Barbados","Soybeans","2010","BRB","April",805,4
"Barbados","Soybeans","2011","BRB","April",1681,4
"Barbados","Soybeans","2012","BRB","April",1157,4
"Barbados","Soybeans","2013","BRB","April",0,4
"Barbados","Soybeans","2014","BRB","April",2070,4
"Barbados","Soybeans","2015","BRB","April",0,4
"Barbados","Soybeans","2016","BRB","April",0,4
"Barbados","Soybeans","2017","BRB","April",1966,4
"Barbados","Soybeans","2018","BRB","April",0,4
"Burma","Soybeans","2015","MMR","April",0,4
"Burma","Soybeans","2016","MMR","April",1089,4
"Burma","Soybeans","2017","MMR","April",626,4
"Burma","Soybeans","2018","MMR","April",1135,4
"Nepal","Soybeans","2016","NPL","April",921,4
"Nepal","Soybeans","2018","NPL","April",0,4
"Singapore","Soybeans","2001","SGP","April",0,4
"Singapore","Soybeans","2002","SGP","April",68,4
"Singapore","Soybeans","2003","SGP","April",0,4
"Singapore","Soybeans","2004","SGP","April",20,4
"Singapore","Soybeans","2005","SGP","April",20,4
"Singapore","Soybeans","2006","SGP","April",35,4
"Singapore","Soybeans","2007","SGP","April",763,4
"Singapore","Soybeans","2008","SGP","April",350,4
"Singapore","Soybeans","2009","SGP","April",60,4
"Singapore","Soybeans","2010","SGP","April",27,4
"Singapore","Soybeans","2011","SGP","April",31,4
"Singapore","Soybeans","2012","SGP","April",145,4
"Singapore","Soybeans","2013","SGP","April",505,4
"Singapore","Soybeans","2014","SGP","April",84,4
"Singapore","Soybeans","2015","SGP","April",173,4
"Singapore","Soybeans","2016","SGP","April",168,4
"Singapore","Soybeans","2017","SGP","April",125,4
"Singapore","Soybeans","2018","SGP","April",141,4
"India","Soybeans","2005","IND","April",0,4
"India","Soybeans","2008","IND","April",0,4
"India","Soybeans","2009","IND","April",0,4
"India","Soybeans","2011","IND","April",0,4
"India","Soybeans","2012","IND","April",126,4
"India","Soybeans","2013","IND","April",0,4
"India","Soybeans","2014","IND","April",0,4
"India","Soybeans","2015","IND","April",14,4
"India","Soybeans","2016","IND","April",998,4
"India","Soybeans","2017","IND","April",0,4
"India","Soybeans","2018","IND","April",0,4
"Hong Kong","Soybeans","2001","HKG","April",0,4
"Hong Kong","Soybeans","2002","HKG","April",46,4
"Hong Kong","Soybeans","2003","HKG","April",0,4
"Hong Kong","Soybeans","2004","HKG","April",0,4
"Hong Kong","Soybeans","2005","HKG","April",8,4
"Hong Kong","Soybeans","2006","HKG","April",9,4
"Hong Kong","Soybeans","2007","HKG","April",97,4
"Hong Kong","Soybeans","2008","HKG","April",74,4
"Hong Kong","Soybeans","2009","HKG","April",100,4
"Hong Kong","Soybeans","2010","HKG","April",205,4
"Hong Kong","Soybeans","2011","HKG","April",212,4
"Hong Kong","Soybeans","2012","HKG","April",163,4
"Hong Kong","Soybeans","2013","HKG","April",286,4
"Hong Kong","Soybeans","2014","HKG","April",0,4
"Hong Kong","Soybeans","2015","HKG","April",250,4
"Hong Kong","Soybeans","2016","HKG","April",82,4
"Hong Kong","Soybeans","2017","HKG","April",36,4
"Hong Kong","Soybeans","2018","HKG","April",18,4
"Finland","Soybeans","2001","FIN","April",3642,4
"Finland","Soybeans","2002","FIN","April",0,4
"Finland","Soybeans","2003","FIN","April",0,4
"Finland","Soybeans","2004","FIN","April",0,4
"Finland","Soybeans","2005","FIN","April",0,4
"Finland","Soybeans","2006","FIN","April",0,4
"Finland","Soybeans","2007","FIN","April",0,4
"Finland","Soybeans","2008","FIN","April",97,4
"Finland","Soybeans","2009","FIN","April",0,4
"Finland","Soybeans","2010","FIN","April",12,4
"Finland","Soybeans","2011","FIN","April",28,4
"Finland","Soybeans","2012","FIN","April",0,4
"Finland","Soybeans","2013","FIN","April",0,4
"Finland","Soybeans","2014","FIN","April",0,4
"Finland","Soybeans","2015","FIN","April",31,4
"Finland","Soybeans","2016","FIN","April",0,4
"Finland","Soybeans","2017","FIN","April",0,4
"Finland","Soybeans","2018","FIN","April",26,4
"Dominican Republic","Soybeans","2001","DOM","April",0,4
"Dominican Republic","Soybeans","2006","DOM","April",0,4
"Dominican Republic","Soybeans","2008","DOM","April",0,4
"Dominican Republic","Soybeans","2009","DOM","April",0,4
"Dominican Republic","Soybeans","2010","DOM","April",107,4
"Dominican Republic","Soybeans","2011","DOM","April",4,4
"Dominican Republic","Soybeans","2012","DOM","April",0,4
"Dominican Republic","Soybeans","2014","DOM","April",0,4
"Dominican Republic","Soybeans","2015","DOM","April",24,4
"Dominican Republic","Soybeans","2016","DOM","April",0,4
"Dominican Republic","Soybeans","2017","DOM","April",1086,4
"Dominican Republic","Soybeans","2018","DOM","April",22,4
"Kuwait","Soybeans","2008","KWT","April",0,4
"Kuwait","Soybeans","2011","KWT","April",0,4
"Kuwait","Soybeans","2012","KWT","April",4,4
"Kuwait","Soybeans","2018","KWT","April",0,4
"Jamaica","Soybeans","2001","JAM","April",0,4
"Jamaica","Soybeans","2002","JAM","April",0,4
"Jamaica","Soybeans","2003","JAM","April",0,4
"Jamaica","Soybeans","2004","JAM","April",12,4
"Jamaica","Soybeans","2005","JAM","April",11,4
"Jamaica","Soybeans","2006","JAM","April",0,4
"Jamaica","Soybeans","2007","JAM","April",0,4
"Jamaica","Soybeans","2008","JAM","April",0,4
"Jamaica","Soybeans","2009","JAM","April",0,4
"Jamaica","Soybeans","2010","JAM","April",18,4
"Jamaica","Soybeans","2011","JAM","April",5,4
"Jamaica","Soybeans","2012","JAM","April",0,4
"Jamaica","Soybeans","2013","JAM","April",22,4
"Jamaica","Soybeans","2015","JAM","April",0,4
"Jamaica","Soybeans","2016","JAM","April",0,4
"Jamaica","Soybeans","2017","JAM","April",0,4
"Jamaica","Soybeans","2018","JAM","April",31,4
"United Arab Emirates","Soybeans","2003","ARE","April",0,4
"United Arab Emirates","Soybeans","2004","ARE","April",0,4
"United Arab Emirates","Soybeans","2005","ARE","April",0,4
"United Arab Emirates","Soybeans","2006","ARE","April",0,4
"United Arab Emirates","Soybeans","2007","ARE","April",0,4
"United Arab Emirates","Soybeans","2012","ARE","April",0,4
"United Arab Emirates","Soybeans","2015","ARE","April",0,4
"United Arab Emirates","Soybeans","2016","ARE","April",0,4
"United Arab Emirates","Soybeans","2017","ARE","April",0,4
"United Arab Emirates","Soybeans","2018","ARE","April",0,4
"Afghanistan","Soybeans","2006","AFG","April",0,4
"Afghanistan","Soybeans","2011","AFG","April",315,4
"Afghanistan","Soybeans","2012","AFG","April",0,4
"Algeria","Soybeans","2001","DZA","April",0,4
"Azerbaijan","Soybeans","2003","AZE","April",0,4
"Azerbaijan","Soybeans","2018","AZE","April",0,4
"Australia(*)","Soybeans","2001","AUS","April",0,4
"Australia(*)","Soybeans","2002","AUS","April",0,4
"Australia(*)","Soybeans","2003","AUS","April",6058,4
"Australia(*)","Soybeans","2004","AUS","April",0,4
"Australia(*)","Soybeans","2005","AUS","April",0,4
"Australia(*)","Soybeans","2007","AUS","April",0,4
"Australia(*)","Soybeans","2009","AUS","April",0,4
"Australia(*)","Soybeans","2011","AUS","April",0,4
"Australia(*)","Soybeans","2013","AUS","April",0,4
"Australia(*)","Soybeans","2014","AUS","April",0,4
"Australia(*)","Soybeans","2016","AUS","April",0,4
"Austria","Soybeans","2002","AUT","April",0,4
"Austria","Soybeans","2010","AUT","April",0,4
"Bermuda","Soybeans","2010","BMU","April",0,4
"Bahamas, The","Soybeans","2007","BHS","April",0,4
"Bahamas, The","Soybeans","2009","BHS","April",0,4
"Bahamas, The","Soybeans","2013","BHS","April",0,4
"Bahamas, The","Soybeans","2016","BHS","April",0,4
"Bahamas, The","Soybeans","2017","BHS","April",0,4
"Belize","Soybeans","2014","BLZ","April",0,4
"Belize","Soybeans","2015","BLZ","April",0,4
"Belize","Soybeans","2017","BLZ","April",5,4
"Bolivia","Soybeans","2006","BOL","April",0,4
"Benin","Soybeans","2002","BEN","April",0,4
"Brazil","Soybeans","2001","BRA","April",0,4
"Brazil","Soybeans","2002","BRA","April",0,4
"Brazil","Soybeans","2006","BRA","April",0,4
"Brazil","Soybeans","2011","BRA","April",0,4
"Brazil","Soybeans","2017","BRA","April",0,4
"Brazil","Soybeans","2018","BRA","April",0,4
"Bulgaria","Soybeans","2006","BGR","April",8,4
"Brunei","Soybeans","2009","BRN","April",0,4
"Brunei","Soybeans","2012","BRN","April",0,4
"Cambodia","Soybeans","2002","KHM","April",0,4
"Cambodia","Soybeans","2015","KHM","April",0,4
"Cambodia","Soybeans","2017","KHM","April",0,4
"Cambodia","Soybeans","2018","KHM","April",152,4
"Chad","Soybeans","2011","TCD","April",0,4
"Sri Lanka","Soybeans","2002","LKA","April",63,4
"Sri Lanka","Soybeans","2003","LKA","April",0,4
"Sri Lanka","Soybeans","2004","LKA","April",0,4
"Sri Lanka","Soybeans","2005","LKA","April",0,4
"Sri Lanka","Soybeans","2008","LKA","April",0,4
"Sri Lanka","Soybeans","2009","LKA","April",0,4
"Sri Lanka","Soybeans","2015","LKA","April",0,4
"Sri Lanka","Soybeans","2016","LKA","April",387,4
"Sri Lanka","Soybeans","2017","LKA","April",0,4
"Sri Lanka","Soybeans","2018","LKA","April",129,4
"Cuba","Soybeans","2002","CUB","April",5071,4
"Cuba","Soybeans","2003","CUB","April",0,4
"Cuba","Soybeans","2004","CUB","April",0,4
"Cuba","Soybeans","2005","CUB","April",0,4
"Cuba","Soybeans","2006","CUB","April",0,4
"Cuba","Soybeans","2007","CUB","April",5724,4
"Cuba","Soybeans","2008","CUB","April",2632,4
"Cuba","Soybeans","2009","CUB","April",2960,4
"Cuba","Soybeans","2010","CUB","April",3223,4
"Cuba","Soybeans","2011","CUB","April",8726,4
"Cuba","Soybeans","2012","CUB","April",3520,4
"Cuba","Soybeans","2013","CUB","April",4984,4
"Cuba","Soybeans","2014","CUB","April",6891,4
"Cuba","Soybeans","2015","CUB","April",2373,4
"Cuba","Soybeans","2016","CUB","April",1907,4
"Cuba","Soybeans","2017","CUB","April",2061,4
"Cuba","Soybeans","2018","CUB","April",6006,4
"Cyprus","Soybeans","2001","CYP","April",0,4
"Cyprus","Soybeans","2008","CYP","April",0,4
"Denmark(*)","Soybeans","2001","DNK","April",0,4
"Denmark(*)","Soybeans","2002","DNK","April",4285,4
"Denmark(*)","Soybeans","2003","DNK","April",0,4
"Denmark(*)","Soybeans","2004","DNK","April",13758,4
"Denmark(*)","Soybeans","2005","DNK","April",0,4
"Denmark(*)","Soybeans","2006","DNK","April",6319,4
"Denmark(*)","Soybeans","2007","DNK","April",7897,4
"Ecuador","Soybeans","2001","ECU","April",0,4
"Ecuador","Soybeans","2002","ECU","April",2306,4
"Ecuador","Soybeans","2006","ECU","April",0,4
"Ecuador","Soybeans","2009","ECU","April",0,4
"Ecuador","Soybeans","2010","ECU","April",0,4
"Ecuador","Soybeans","2014","ECU","April",0,4
"Ecuador","Soybeans","2015","ECU","April",0,4
"Ecuador","Soybeans","2016","ECU","April",0,4
"Ecuador","Soybeans","2017","ECU","April",0,4
"Ireland","Soybeans","2001","IRL","April",0,4
"Ireland","Soybeans","2002","IRL","April",3,4
"Ireland","Soybeans","2003","IRL","April",0,4
"Ireland","Soybeans","2004","IRL","April",0,4
"Ireland","Soybeans","2005","IRL","April",0,4
"Ireland","Soybeans","2006","IRL","April",0,4
"Ireland","Soybeans","2007","IRL","April",0,4
"Ireland","Soybeans","2008","IRL","April",0,4
"Ireland","Soybeans","2009","IRL","April",0,4
"Ireland","Soybeans","2010","IRL","April",994,4
"Ireland","Soybeans","2011","IRL","April",0,4
"Ireland","Soybeans","2012","IRL","April",0,4
"Ireland","Soybeans","2016","IRL","April",0,4
"Ireland","Soybeans","2017","IRL","April",0,4
"El Salvador","Soybeans","2001","SLV","April",0,4
"El Salvador","Soybeans","2003","SLV","April",0,4
